Scientific_Name,en_uk,fr,es,nl,no
Turdus reevei,Plumbeous-backed Thrush,Merle de Reeve,Zorzal Dorsiplomizo,Loodruglijster,blytrost
Turdus rubrocanus,Chestnut Thrush,Merle à tête grise,Zorzal Castaño,Kastanjelijster,kastanjetrost
Turdus ruficollis,Red-throated Thrush,Grive à gorge rousse,Zorzal Papirrojo,Roodkeellijster,rødstrupetrost
Turdus rufitorques,Rufous-collared Robin,Merle à col roux,Zorzal Cuellirrufo,Roodkraaglijster,rødkragetrost
Turdus rufiventris,Rufous-bellied Thrush,Merle à ventre roux,Zorzal Colorado,Roodbuiklijster,rustbuktrost
Turdus rufopalliatus,Rufous-backed Robin,Merle à dos roux,Zorzal Dorsirrufo,Roestruglijster,rusttrost
Turdus sanchezorum,Varzea Thrush,Merle des Sanchez,Zorzal de Varzea,Varzealijster,varzeatrost
Turdus serranus,Glossy-black Thrush,Merle lustré,Mirlo Serrano,Fluweellijster,bektrost
Turdus simillimus,Indian Blackbird,Merle des Nilgiri,Mirlo Indio,Indische Merel,sholatrost
Turdus smithi,Karoo Thrush,Merle de Smith,Zorzal del Karoo,Karoolijster,karootrost
Turdus subalaris,Blacksmith Thrush,Merle à calotte grise,Zorzal Plomizo Oriental,Blacksmith Thrush,brasilskifertrost
Turdus swalesi,La Selle Thrush,Merle de La Selle,Zorzal de la Española,Haïtilijster,hispaniolatrost
Turdus tephronotus,African Bare-eyed Thrush,Merle cendré,Zorzal Ceniciento,Brillijster,brilletrost
Turdus torquatus,Ring Ouzel,Merle à plastron,Mirlo Capiblanco,Beflijster,ringtrost
Turdus unicolor,Tickell's Thrush,Merle unicolore,Zorzal Unicolor,Tickells Lijster,himalayatrost
Turdus viscivorus,Mistle Thrush,Grive draine,Zorzal Charlo,Grote Lijster,duetrost
Turnix maculosus,Red-backed Buttonquail,Turnix moucheté,Torillo Moteado,Roodrugvechtkwartel,rødhalsspringvaktel
Turnix suscitator,Barred Buttonquail,Turnix combattant,Torillo Batallador,Zwartkeelvechtkwartel,båndspringvaktel
Turnix sylvaticus,Small Buttonquail,Turnix d'Andalousie,Torillo Andaluz,Gestreepte Vechtkwartel,springvaktel
Turnix varius,Painted Buttonquail,Turnix bariolé,Torillo Pintojo,Bonte Vechtkwartel,rødøyespringvaktel
Turtur abyssinicus,Black-billed Wood-Dove,Tourtelette d'Abyssinie,Palomita Saheliana,Zwartsnavelduif,sahelalvedue
Turtur afer,Blue-spotted Wood-Dove,Tourtelette améthystine,Palomita Aliazul,Staalvlekduif,blåflekkalvedue
Turtur brehmeri,Blue-headed Wood-Dove,Tourtelette demoiselle,Palomita Cabeciazul,Brehmers Duif,blåhodedue
Turtur chalcospilos,Emerald-spotted Wood-Dove,Tourtelette émeraudine,Palomita Aliverde,Smaragdvlekduif,grønnflekkalvedue
Turtur tympanistria,Tambourine Dove,Tourtelette tambourette,Palomita Tamborilera,Tamboerijnduif,tamburindue
Tylas eduardi,Tylas Vanga,Tylas à tête noire,Vanga Cabecinegro,Kinkimavo,smalnebbvanga
Tympanuchus cupido,Greater Prairie-Chicken,Tétras des prairies,Gallo de las Praderas Grande,Prairiehoen,storpræriejerpe
Tympanuchus pallidicinctus,Lesser Prairie-Chicken,Tétras pâle,Gallo de las Praderas Chico,Klein Prairiehoen,småpræriejerpe
Tympanuchus phasianellus,Sharp-tailed Grouse,Tétras à queue fine,Gallo de las Praderas Rabudo,Stekelstaarthoen,spisshalejerpe
Tyranneutes stolzmanni,Dwarf Tyrant-Manakin,Manakin nain,Saltarín Enano,Dwergtiranmanakin,dvergtyrakin
Tyranneutes virescens,Tiny Tyrant-Manakin,Manakin minuscule,Saltarín Diminuto,Kleine Tiranmanakin,pygmétyrakin
Tyrannopsis sulphurea,Sulphury Flycatcher,Tyran des palmiers,Tirano Palmero,Zwaveltiran,svoveltyrann
Tyrannulus elatus,Yellow-crowned Tyrannulet,Tyranneau roitelet,Mosquerito Coronado,Geelkruinvliegenpikker,prinsetyrann
Tyrannus albogularis,White-throated Kingbird,Tyran à gorge blanche,Tirano Gorjiblanco,Witkeelkoningstiran,tupikongetyrann
Tyrannus caudifasciatus,Loggerhead Kingbird,Tyran tête-police,Tirano Guatíbere,Bahamakoningstiran,karibkongetyrann
Tyrannus couchii,Couch's Kingbird,Tyran de Couch,Tirano Silbador,Texaanse Koningstiran,mayakongetyrann
Tyrannus crassirostris,Thick-billed Kingbird,Tyran à bec épais,Tirano Piquigrueso,Diksnavelkoningstiran,tykknebbkongetyrann
Tyrannus dominicensis,Grey Kingbird,Tyran gris,Tirano Dominicano,Grijze Koningstiran,gråkongetyrann
Tyrannus forficatus,Scissor-tailed Flycatcher,Tyran à longue queue,Tijereta Rosada,Zwaluwstaartkoningstiran,saksetyrann
Tyrannus melancholicus,Tropical Kingbird,Tyran mélancolique,Tirano Melancólico,Tropische Koningstiran,tropekongetyrann
Tyrannus niveigularis,Snowy-throated Kingbird,Tyran chimu,Tirano Gorjiníveo,Sneeuwkeelkoningstiran,inkakongetyrann
Tyrannus savana,Fork-tailed Flycatcher,Tyran des savanes,Tijereta Sabanera,Vorkstaartkoningstiran,gaffeltyrann
Tyrannus tyrannus,Eastern Kingbird,Tyran tritri,Tirano Oriental,Koningstiran,østkongetyrann
Tyrannus verticalis,Western Kingbird,Tyran de l'Ouest,Tirano Occidental,Arkansaskoningstiran,vestkongetyrann
Tyrannus vociferans,Cassin's Kingbird,Tyran de Cassin,Tirano Gritón,Cassins Koningstiran,krattkongetyrann
Tyto alba,Barn Owl,Effraie des clochers,Lechuza Común,Kerkuil,tårnugle
Tyto novaehollandiae,Australian Masked-Owl,Effraie masquée,Lechuza Australiana,Australische Kerkuil,storslørugle
Tyto tenebricosa,Sooty Owl,Effraie ombrée,Lechuza Tenebrosa,Kleine Zwarte Kerkuil,sotslørugle
Upucerthia dumetaria,Scale-throated Earthcreeper,Upucerthie des buissons,Bandurrita Común,Schubkeelaardkruiper,skjellstrupemarkløper
Upucerthia saturatior,Patagonian Forest Earthcreeper,Upucerthie de forêt,Bandurrita Saturada,Patagonische Bosaardkruiper,krattmarkløper
Upucerthia validirostris,Buff-breasted Earthcreeper,Upucerthie fauve,Bandurrita Ocrácea,Bruinborstaardkruiper,langnebbmarkløper
Upupa epops,Eurasian Hoopoe,Huppe fasciée,Abubilla Común,Hop,hærfugl
Upupa marginata,Madagascar Hoopoe,Huppe de Madagascar,Abubilla Malgache,Madagaskarhop,madagaskarhærfugl
Uraeginthus angolensis,Southern Cordonbleu,Cordonbleu d'Angola,Azulito Angoleño,Angolees Blauwfazantje,blåastrild
Uraeginthus bengalus,Red-cheeked Cordonbleu,Cordonbleu à joues rouges,Azulito Carirrojo,Blauwfazantje,rødkinnastrild
Uranomitra franciae,Andean Emerald,Ariane de Francia,Amazilia Andina,Andesamazilia,andeskolibri
Uria aalge,Common Guillemot,Guillemot marmette,Arao Común,Zeekoet,lomvi
Uria lomvia,Brünnich's Guillemot,Guillemot de Brünnich,Arao de Brünnich,Kortbekzeekoet,polarlomvi
Urocissa caerulea,Taiwan Blue-Magpie,Pirolle de Taïwan,Urraca de Formosa,Taiwankitta,taiwanskjære
Urocissa erythroryncha,Red-billed Blue-Magpie,Pirolle à bec rouge,Urraca Piquirroja,Roodsnavelkitta,rødnebbskjære
Urocissa flavirostris,Yellow-billed Blue-Magpie,Pirolle à bec jaune,Urraca Piquigualda,Geelsnavelkitta,hvitnakkeskjære
Urocissa ornata,Sri Lanka Blue-Magpie,Pirolle de Ceylan,Urraca Cingalesa,Blauwe Kitta,brunhodeskjære
Urocolius indicus,Red-faced Mousebird,Coliou quiriva,Pájaro Ratón Carirrojo,Roodwangmuisvogel,rødmaskemusfugl
Urocolius macrourus,Blue-naped Mousebird,Coliou huppé,Pájaro Ratón Nuquiazul,Blauwnekmuisvogel,blånakkemusfugl
Urocynchramus pylzowi,Przevalski's Pinktail,Bruselin de Przewalski,Pinzón de Przewalski,Przewalski's Roodmus,vierfink
Urodynamis taitensis,Long-tailed Koel,Coucou de Nouvelle-Zélande,Koel Colilargo,Langstaartkoël,langhalekoel
Uromyias agilis,Agile Tit-Tyrant,Taurillon agile,Cachudito Ágil,Langstaartmeestiran,nordmeisetyrann
Uromyias agraphia,Unstreaked Tit-Tyrant,Taurillon uni,Cachudito Liso,Witbuikmeestiran,inkameisetyrann
Uropsalis lyra,Lyre-tailed Nightjar,Engoulevent lyre,Chotacabras Lira,Lierstaartnachtzwaluw,lyrenattravn
Uropsalis segmentata,Swallow-tailed Nightjar,Engoulevent à queue d'aronde,Chotacabras Golondrina,Vorkstaartnachtzwaluw,svalenattravn
Uropsila leucogastra,White-bellied Wren,Troglodyte à ventre blanc,Cucarachero Ventriblanco,Witbuikwinterkoning,hvitbuksmett
Urosphena pallidipes,Pale-footed Bush Warbler,Bouscarle à pattes claires,Tesia Paticlara,Bleekpootstruikzanger,lysbeinsanger
Urosphena squameiceps,Asian Stubtail,Bouscarle de Swinhoe,Buscarla Colicorta Asiática,Kortstaartstruikzanger,skjellkronestubbstjert
Urosphena subulata,Timor Stubtail,Bouscarle de Timor,Buscarla Colicorta de Timor,Timorese Struikzanger,timorstubbstjert
Urosphena whiteheadi,Bornean Stubtail,Bouscarle de Bornéo,Buscarla Colicorta de Borneo,Borneostruikzanger,borneostubbstjert
Urothraupis stolzmanni,Black-backed Bush Tanager,Urotangara de Stolzmann,Tangara de Stolzmann,Zwartrugvinktangare,sottanagar
Urotriorchis macrourus,Long-tailed Hawk,Autour à longue queue,Azor Rabilargo,Langstaarthavik,langhalehauk
Vanellus armatus,Blacksmith Lapwing,Vanneau armé,Avefría Armada,Smidsplevier,smedvipe
Vanellus cayanus,Pied Lapwing,Vanneau de Cayenne,Avefría de Cayena,Cayennekievit,lovipe
Vanellus chilensis,Southern Lapwing,Vanneau téro,Avefría Tero,Chileense Kievit,bronsevipe
Vanellus cinereus,Grey-headed Lapwing,Vanneau à tête grise,Avefría Ceniza,Grijskopkievit,gråhodevipe
Vanellus coronatus,Crowned Lapwing,Vanneau couronné,Avefría Coronada,Diadeemkievit,kronvipe
Vanellus duvaucelii,River Lapwing,Vanneau pie,Avefría Fluvial,Indische Sporenkievit,elvevipe
Vanellus indicus,Red-wattled Lapwing,Vanneau indien,Avefría India,Indische Kievit,brillevipe
Vanellus leucurus,White-tailed Lapwing,Vanneau à queue blanche,Avefría Coliblanca,Witstaartkievit,sumpvipe
Vanellus malabaricus,Yellow-wattled Lapwing,Vanneau de Malabar,Avefría Malabar,Malabarkievit,hinduvipe
Vanellus melanocephalus,Spot-breasted Lapwing,Vanneau d'Abyssinie,Avefría Pechipinta,Ethiopische Kievit,flekkvipe
Vanellus melanopterus,Black-winged Lapwing,Vanneau à ailes noires,Avefría Lugubroide,Zwartvleugelkievit,fjellsørgevipe
Vanellus miles,Masked Lapwing,Vanneau soldat,Avefría Militar Norteña,Maskerkievit,maskevipe
Vanellus resplendens,Andean Lapwing,Vanneau des Andes,Avefría Andina,Andeskievit,andesvipe
Vanellus senegallus,Wattled Lapwing,Vanneau du Sénégal,Avefría Senegalesa,Lelkievit,stripehodevipe
Vanellus spinosus,Spur-winged Lapwing,Vanneau à éperons,Avefría Espinosa,Sporenkievit,sporevipe
Vanellus tectus,Black-headed Lapwing,Vanneau à tête noire,Avefría Coletuda,Zwartkopkievit,svarttoppvipe
Vanellus tricolor,Banded Lapwing,Vanneau tricolore,Avefría Tricolor,Australische Kievit,beltevipe
Vanellus vanellus,Northern Lapwing,Vanneau huppé,Avefría Europea,Kievit,vipe
Vanga curvirostris,Hook-billed Vanga,Vanga écorcheur,Vanga Picudo,Haaksnavelvanga,kroknebbvanga
Vermivora chrysoptera,Golden-winged Warbler,Paruline à ailes dorées,Reinita Alidorada,Geelvleugelzanger,gullvingeparula
Vermivora cyanoptera,Blue-winged Warbler,Paruline à ailes bleues,Reinita Aliazul,Blauwvleugelzanger,blåvingeparula
Vidua chalybeata,Village Indigobird,Combassou du Sénégal,Viuda Senegalesa,Staalvink,landsbyenke
Vidua fischeri,Straw-tailed Whydah,Veuve de Fischer,Viuda de Fischer,Fischers Wida,stråhaleenke
Vidua funerea,Variable Indigobird,Combassou noir,Viuda Sombría,Groene Staalvink,sørgeenke
Vidua macroura,Pin-tailed Whydah,Veuve dominicaine,Viuda Colicinta,Dominicanerwida,dominikanerenke
Vireo altiloquus,Black-whiskered Vireo,Viréo à moustaches,Vireo Bigotudo,Baardvireo,skjeggvireo
Vireo atricapilla,Black-capped Vireo,Viréo à tête noire,Vireo Cabecinegro,Zwartkapvireo,svarthettevireo
Vireo bairdi,Cozumel Vireo,Viréo de Cozumel,Vireo de Cozumel,Cozumelvireo,cozumelvireo
Vireo bellii,Bell's Vireo,Viréo de Bell,Vireo de Bell,Bells Vireo,krattvireo
Vireo brevipennis,Slaty Vireo,Viréo ardoisé,Vireo Pizarroso,Leigrijze Vireo,skifervireo
Vireo carmioli,Yellow-winged Vireo,Viréo à ailes jaunes,Vireo Aliamarillo,Geelbandvireo,gulbåndvireo
Vireo cassinii,Cassin's Vireo,Viréo de Cassin,Vireo de Cassin,Cassins Vireo,kaliforniavireo
Vireo chivi,Chivi Vireo,Viréo chivi,Vireo Chiví,Chivi Vireo,brunøyevireo
Vireo crassirostris,Thick-billed Vireo,Viréo à bec fort,Vireo Piquigrueso,Dikbekvireo,arawakvireo
Vireo flavifrons,Yellow-throated Vireo,Viréo à gorge jaune,Vireo Gorjiamarillo,Geelborstvireo,gulbrystvireo
Vireo flavoviridis,Yellow-green Vireo,Viréo jaune-verdâtre,Vireo Verdiamarillo,Geelgroene Vireo,gulsidevireo
Vireo gilvus,Warbling Vireo,Viréo mélodieux,Vireo Gorjeador,Orpheusvireo,sangvireo
Vireo gracilirostris,Noronha Vireo,Viréo de Noronha,Vireo de Noronha,Noronhavireo,noronhavireo
Vireo griseus,White-eyed Vireo,Viréo aux yeux blancs,Vireo Ojiblanco,Witoogvireo,hvitøyevireo
Vireo gundlachii,Cuban Vireo,Viréo de Cuba,Vireo Cubano,Cubaanse Vireo,kubavireo
Vireo huttoni,Hutton's Vireo,Viréo de Hutton,Vireo de Hutton,Huttons Vireo,eikevireo
Vireo hypochryseus,Golden Vireo,Viréo doré,Vireo Dorado,Goudbuikvireo,gulvireo
Vireo latimeri,Puerto Rican Vireo,Viréo de Porto Rico,Vireo Puertorriqueño,Puertoricaanse Vireo,kalkvireo
Vireo leucophrys,Brown-capped Vireo,Viréo à calotte brune,Vireo Coronipardo,Witbrauwvireo,brunkronevireo
Vireo magister,Yucatan Vireo,Viréo du Yucatan,Vireo Yucateco,Yucatánvireo,yucatánvireo
Vireo masteri,Choco Vireo,Viréo du Choco,Vireo del Chocó,Chocóvireo,chocovireo
Vireo modestus,Jamaican Vireo,Viréo de Jamaïque,Vireo Jamaicano,Jamaicaanse Vireo,jamaicavireo
Vireo nelsoni,Dwarf Vireo,Viréo nain,Vireo Enano,Dwergvireo,dvergvireo
Vireo olivaceus,Red-eyed Vireo,Viréo aux yeux rouges,Vireo Ojirrojo,Roodoogvireo,rødøyevireo
Vireo pallens,Mangrove Vireo,Viréo des mangroves,Vireo de Manglar,Mangrovevireo,mangrovevireo
Vireo philadelphicus,Philadelphia Vireo,Viréo de Philadelphie,Vireo de Filadelfia,Philadelphiavireo,kanadavireo
Vireo plumbeus,Plumbeous Vireo,Viréo plombé,Vireo Plomizo,Loodkleurige Vireo,blyvireo
Vireo sclateri,Tepui Vireo,Viréo des tépuis,Verdillo de Tepuí,Tepuivireo,tepuivireo
Vireo solitarius,Blue-headed Vireo,Viréo à tête bleue,Vireo Solitario,Brilvireo,eremittvireo
Vireo vicinior,Grey Vireo,Viréo gris,Vireo Gris,Grijze Vireo,gråvireo
Vireolanius eximius,Yellow-browed Shrike-Vireo,Smaragdan à sourcils jaunes,Vireón Cejiamarillo,Geelbrauwklauwiervireo,beryllvireo
Vireolanius leucotis,Slaty-capped Shrike-Vireo,Smaragdan oreillard,Vireón Coronigrís,Grijskapklauwiervireo,skiferkronevireo
Vireolanius melitophrys,Chestnut-sided Shrike-Vireo,Smaragdan ceinturé,Vireón Pechicastaño,Bruinflankklauwiervireo,kastanjebrystvireo
Vireolanius pulchellus,Green Shrike-Vireo,Smaragdan émeraude,Vireón Esmeralda,Groene Klauwiervireo,smaragdvireo
Volatinia jacarina,Blue-black Grassquit,Jacarini noir,Semillero Volatinero,Jacarinagors,jakarinispurv
Wetmorethraupis sterrhopteron,Orange-throated Tanager,Tangara à gorge orangée,Tangara Golinaranja,Oranjekeeltangare,oransjestrupetanagar
Willisornis poecilinotus,Common Scale-backed Antbird,Fourmilier zébré,Hormiguero Dorsiescamado Común,Schubrugmiervogel,skjellryggmaurfugl
Willisornis vidua,Xingu Scale-backed Antbird,Fourmilier du Xingu,Hormiguero Dorsiescamado del Xingú,Xingumiervogel,xingumaurfugl
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Carouge à tête jaune,Tordo Cabeciamarillo,Geelkoptroepiaal,gulhodetrupial
Xanthomixis zosterops,Spectacled Tetraka,Farifotra zostérops,Tetraka Piquicorto,Kortsnaveltetraka,lorgnettetraka
Xanthopsar flavus,Saffron-cowled Blackbird,Carouge safran,Tordo Amarillo,Saffraantroepiaal,safrantrupial
Xanthotis macleayanus,Macleay's Honeyeater,Méliphage de Macleay,Mielero de Macleay,Bruinkaphoningeter,spraglehonningeter
Xema sabini,Sabine's Gull,Mouette de Sabine,Gaviota de Sabine,Vorkstaartmeeuw,sabinemåke
Xenerpestes singularis,Equatorial Greytail,Queue-grise d'Équateur,Colagrís Sureño,Streepkopgrijsstaart,stripegråstjert
Xenodacnis parina,Tit-like Dacnis,Xénodacnis mésange,Dacnis Andino,Meespitpit,meisedaknis
Xenoglaux loweryi,Long-whiskered Owlet,Chevêchette nimbée,Mochuelo Peludo,Snorrebaarduil,kinnskjeggugle
Xenopipo atronitens,Black Manakin,Manakin noir,Saltarín Negro,Zwarte Manakin,svartmanakin
Xenopirostris damii,Van Dam's Vanga,Vanga de van Dam,Vanga de Van Dam,Van Dams Vanga,ankarafantsikavanga
Xenopirostris polleni,Pollen's Vanga,Vanga de Pollen,Vanga de Pollen,Pollens Vanga,tykknebbvanga
Xenops minutus,Plain Xenops,Sittine brune,Picolezna Menudo,Sparmanns Xenops,brunbukmeiskryper
Xenops rutilans,Streaked Xenops,Sittine striée,Picolezna Rojizo,Gestreepte Xenops,stripemeiskryper
Xenops tenuirostris,Slender-billed Xenops,Sittine des rameaux,Picolezna Picofino,Streepstaartxenops,smalnebbmeiskryper
Xenopsaris albinucha,White-naped Xenopsaris,Bécarde à nuque blanche,Anambé Chico,Witnektiran,halvbekard
Xenospiza baileyi,Sierra Madre Sparrow,Bruant des sierras,Chingolo Serrano,Sierra-Madregors,sierramadrespurv
Xenotriccus callizonus,Belted Flycatcher,Moucherolle ceinturé,Mosquero Fajado,Gordeltiran,beltetyrann
Xenotriccus mexicanus,Pileated Flycatcher,Moucherolle aztèque,Mosquero del Balsas,Mexicaanse Kuiftiran,aztektyrann
Xenus cinereus,Terek Sandpiper,Chevalier bargette,Andarríos del Terek,Terekruiter,tereksnipe
Xiphidiopicus percussus,Cuban Green Woodpecker,Pic poignardé,Carpintero Tajá,Cubaanse Groene Specht,kubaspett
Xiphocolaptes albicollis,White-throated Woodcreeper,Grimpar à gorge blanche,Trepatroncos Gorjiblanco,Witkeelmuisspecht,hvitstrupetreløper
Xiphocolaptes major,Great Rufous Woodcreeper,Grand Grimpar,Trepatroncos Colorado,Grote Muisspecht,stortreløper
Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,Grimpar géant,Trepatroncos Picofuerte,Reuzenmuisspecht,meiseltreløper
Xipholena punicea,Pompadour Cotinga,Cotinga pompadour,Cotinga Pompadour,Pompadourcotinga,pompadurkotinga
Xiphorhynchus elegans,Elegant Woodcreeper,Grimpar élégant,Trepatroncos Elegante,Druppelmuisspecht,selvastreløper
Xiphorhynchus erythropygius,Spotted Woodcreeper,Grimpar tacheté,Trepatroncos Manchado,Gevlekte Muisspecht,flekktreløper
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,Grimpar à bec ivoire,Trepatroncos Picomarfil,Ivoorsnavelmuisspecht,elfenbeinstreløper
Xiphorhynchus fuscus,Lesser Woodcreeper,Grimpar brun,Trepatroncos Enano,Kleine Muisspecht (fuscus groep),småtreløper
Xiphorhynchus guttatus,Buff-throated Woodcreeper,Grimpar des cabosses,Trepatroncos Pegón,Geelkeelmuisspecht,kremstrupetreløper
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,Grimpar maillé,Trepatroncos Pinto,Zwartgestreepte Muisspecht,perletreløper
Xiphorhynchus obsoletus,Striped Woodcreeper,Grimpar strié,Trepatroncos Loco,Gestreepte Muisspecht,stripetreløper
Xiphorhynchus ocellatus,Ocellated Woodcreeper,Grimpar ocellé,Trepatroncos Ocelado,Amazone-muisspecht,dråpetreløper
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,Grimpar flambé,Trepatroncos Silbador,Roodkeelmuisspecht,guyanatreløper
Xiphorhynchus spixii,Spix's Woodcreeper,Grimpar de Spix,Trepatroncos de Spix,Spix' Muisspecht,plettreløper
Xiphorhynchus susurrans,Cocoa Woodcreeper,Grimpar cacao,Trepatroncos Cacao,Cocoamuisspecht,kakaotreløper
Xiphorhynchus triangularis,Olive-backed Woodcreeper,Grimpar à dos olive,Trepatroncos Dorsioliva,Olijfrugmuisspecht,olivenryggtreløper
Xolmis irupero,White Monjita,Pépoaza irupéro,Monjita Blanca,Witte Monjita,hvittyrann
Yuhina brunneiceps,Taiwan Yuhina,Yuhina de Taïwan,Yuhina de Formosa,Taiwanmeestimalia,hvitkinnyuhina
Yuhina flavicollis,Whiskered Yuhina,Yuhina à cou roux,Yuhina Bigotuda,Baardmeestimalia,skjeggyuhina
Yuhina gularis,Stripe-throated Yuhina,Yuhina à gorge striée,Yuhina Goliestriada,Vlekkeelmeestimalia,stripestrupeyuhina
Yuhina nigrimenta,Black-chinned Yuhina,Yuhina à menton noir,Yuhina Barbinegra,Geelpootmeestimalia,maskeyuhina
Yuhina occipitalis,Rufous-vented Yuhina,Yuhina à ventre roux,Yuhina Ventrirrufa,Roodbuikmeestimalia,rustnakkeyuhina
Yungipicus canicapillus,Grey-capped Pygmy Woodpecker,Pic à coiffe grise,Pico Crestigrís,Grijskapspecht,akrobatspett
Yungipicus kizuki,Japanese Pygmy Woodpecker,Pic kisuki,Pico Kizuki,Kizukispecht,knøttspett
Yungipicus moluccensis,Sunda Pygmy Woodpecker,Pic nain,Pico de la Sonda,Bruinkapspecht,sundaspett
Yungipicus nanus,Brown-capped Pygmy Woodpecker,Pic à calotte brune,Pico Crestipardo,Indiase Bruinkapspecht,hinduspett
Zapornia bicolor,Black-tailed Crake,Marouette bicolore,Polluela Bicolor,Tweekleurig Porseleinhoen,svarthalerikse
Zapornia flavirostra,Black Crake,Marouette à bec jaune,Polluela Negra Africana,Zwart Porseleinhoen,svartrikse
Zapornia fusca,Ruddy-breasted Crake,Marouette brune,Polluela Pechirrufa,Bruin Porseleinhoen,kastanjerikse
Zapornia parva,Little Crake,Marouette poussin,Polluela Bastarda,Klein Waterhoen,sumprikse
Zapornia paykullii,Band-bellied Crake,Marouette mandarin,Polluela Mandarina,Bontbekral,damrikse
Zapornia pusilla,Baillon's Crake,Marouette de Baillon,Polluela Chica,Kleinst Waterhoen,dvergrikse
